,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,temp_air
2020-05-21 09:30:00+00:00,675.6981553783739,553.7970435506215,121.9011118277524,121.9011118277524,0.0,20.0
2020-05-21 10:00:00+00:00,722.4152933330631,596.9162081252041,125.49908520785903,125.49908520785903,0.0,20.0
2020-05-21 10:30:00+00:00,759.8491675981128,631.5592556479007,128.28991195021206,128.28991195021206,0.0,20.0
2020-05-21 11:00:00+00:00,787.3129311475346,657.0220171840066,130.29091396352806,130.29091396352806,0.0,20.0
2020-05-21 11:30:00+00:00,804.3071369606001,672.7962097527225,131.51092720787767,131.51092720787767,0.0,20.0
2020-05-21 12:00:00+00:00,810.5248669989994,678.5708752248524,131.95399177414697,131.95399177414697,0.0,20.0
2020-05-21 12:30:00+00:00,805.8551384315343,674.2337406867435,131.62139774479078,131.62139774479078,0.0,20.0
2020-05-21 13:00:00+00:00,790.3841661551959,659.8717698073234,130.51239634787248,130.51239634787248,0.0,20.0
2020-05-21 13:30:00+00:00,764.3943350747057,635.7706578307358,128.62367724396995,128.62367724396995,0.0,20.0
2020-05-21 14:00:00+00:00,728.3609919605492,602.4134517664513,125.94754019409788,125.94754019409788,0.0,20.0
2020-05-21 14:30:00+00:00,682.9474282323773,560.4789380719554,122.46849016042188,122.46849016042188,0.0,20.0
2020-05-21 15:00:00+00:00,628.9988330274816,510.84112761715403,118.1577054103276,118.1577054103276,0.0,20.0
2020-05-21 15:30:00+00:00,567.5366765285536,454.57228088586135,112.96439564269224,112.96439564269224,0.0,20.0
2020-05-21 16:00:00+00:00,499.7561767817642,392.9538213903246,106.80235539143962,106.80235539143962,0.0,20.0
2020-05-21 16:30:00+00:00,427.03202601340973,327.50317786307085,99.52884815033889,99.52884815033889,0.0,20.0
2020-05-21 17:00:00+00:00,350.9430980618426,260.0319311724343,90.91116688940826,90.91116688940826,0.0,20.0
2020-05-21 17:30:00+00:00,273.34007726844607,192.7656533967392,80.5744238717069,80.5744238717069,0.0,20.0
2020-05-21 18:00:00+00:00,196.514448566767,128.58619672750334,67.92825183926365,67.92825183926365,0.0,20.0
2020-05-21 18:30:00+00:00,123.62348273893653,71.50576026315963,52.1177224757769,52.1177224757769,0.0,20.0
2020-05-21 19:00:00+00:00,59.79323775552625,27.43252376173794,32.36071399378831,32.36071399378831,0.0,20.0
2020-05-21 19:30:00+00:00,14.660445122648712,3.897784086060184,10.762661036588527,10.762661036588527,0.0,20.0
2020-05-21 20:00:00+00:00,0.19016060476895882,0.007835860640802718,0.1823247441281561,0.1823247441281561,0.0,20.0
2020-05-21 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-22 04:00:00+00:00,0.047509823375218516,0.0012251419172390396,0.046284681457979475,0.046284681457979475,0.0,20.0
2020-05-22 04:30:00+00:00,11.147143076650686,2.6354024286932596,8.511740647957426,8.511740647957426,0.0,20.0
2020-05-22 05:00:00+00:00,53.038055467164725,23.311332627903326,29.7267228392614,29.7267228392614,0.0,20.0
2020-05-22 05:30:00+00:00,115.24634983671675,65.27845865255269,49.96789118416406,49.96789118416406,0.0,20.0
2020-05-22 06:00:00+00:00,187.3918033779836,121.1445395594957,66.24726381848788,66.24726381848788,0.0,20.0
2020-05-22 06:30:00+00:00,263.97034788202427,184.72691635577232,79.24343152625195,79.24343152625195,0.0,20.0
2020-05-22 07:00:00+00:00,341.66623647388917,251.82814414813834,89.83809232575084,89.83809232575084,0.0,20.0
2020-05-22 07:30:00+00:00,418.1143207118901,319.4606249942805,98.6536957176096,98.6536957176096,0.0,20.0
2020-05-22 08:00:00+00:00,491.423381893044,385.33570372263154,106.08767817041246,106.08767817041246,0.0,20.0
2020-05-22 08:30:00+00:00,559.9872886488613,447.6000178920735,112.38727075678781,112.38727075678781,0.0,20.0
2020-05-22 09:00:00+00:00,622.4091863953281,504.704763559085,117.70442283624311,117.70442283624311,0.0,20.0
2020-05-22 09:30:00+00:00,677.473205124384,555.342019396662,122.13118572772203,122.13118572772203,0.0,20.0
2020-05-22 10:00:00+00:00,724.1371216904274,598.4150624779019,125.72205921252555,125.72205921252555,0.0,20.0
2020-05-22 10:30:00+00:00,761.5342012224486,633.0259948470147,128.50820637543393,128.50820637543393,0.0,20.0
2020-05-22 11:00:00+00:00,788.9785833488609,658.471996377806,130.50658697105484,130.50658697105484,0.0,20.0
2020-05-22 11:30:00+00:00,805.9713447536049,674.2455250182647,131.7258197353401,131.7258197353401,0.0,20.0
